,Crime_rate,P_RL,P_NRL,CRSV,NOC,ANR,P_SUH,WDCA,PIRH,Tax_rate,P_TS,P_black,P_under,Style,Price
0,0.00632,18.0,2.31,0.0,0.5379999999999999,6.575,65.2,4.09,1.0,0.41631504922644164,15.3,1.0,4.98,Mediterranean,24.0
1,0.02731,20.0,7.07,0.0,0.469,6.421,78.9,4.9671,2.0,0.340365682137834,17.8,1.0,9.14,European,21.6
2,0.02729,20.0,7.07,0.0,0.469,7.185,61.1,4.9671,2.0,0.340365682137834,17.8,0.989745527840766,4.03,Elegant,34.7
3,0.03237,20.0,2.18,0.0,0.458,6.997999999999998,45.8,6.0622,3.0,0.31223628691983124,18.7,0.9942806752330562,2.94,Pastoral,33.4
4,0.06905,20.0,2.18,0.0,0.458,7.147,54.2,6.0622,3.0,0.31223628691983124,18.7,1.0,5.33,Elegant,36.2
5,0.02985,20.0,2.18,0.0,0.458,6.43,58.7,6.0622,3.0,0.31223628691983124,18.7,0.9929957168052407,5.21,European,28.7
6,0.08829,12.5,7.87,0.0,0.524,6.0120000000000005,66.6,5.5605,5.0,0.43741209563994377,15.2,0.9967246157722349,12.43,modern,22.9
7,0.14455,12.5,7.87,0.0,0.524,6.1720000000000015,96.1,5.9505,5.0,0.43741209563994377,15.2,1.0,19.15,Pastoral,27.1
8,0.21124,12.5,7.87,0.0,0.524,5.631,100.0,6.0821,5.0,0.43741209563994377,15.2,0.9741244646006552,29.93,Pastoral,16.5
9,0.17004,12.5,7.87,0.0,0.524,6.004,85.9,6.5921,5.0,0.43741209563994377,15.2,0.9743260267069791,17.1,Pastoral,18.9
10,0.22489,12.5,7.87,0.0,0.524,6.377000000000002,94.3,6.3467,5.0,0.43741209563994377,15.2,0.9889644746787604,20.45,Pastoral,15.0
11,0.11747,12.5,7.87,0.0,0.524,6.009,82.9,6.2267,5.0,0.43741209563994377,15.2,1.0,13.27,modern,18.9
12,0.09378,12.5,7.87,0.0,0.524,5.8889999999999985,39.0,5.4509,5.0,0.43741209563994377,15.2,0.9838750314940792,15.71,European,21.7
13,0.62976,20.0,8.14,0.0,0.5379999999999999,5.949,61.8,4.7075,4.0,0.4317862165963432,21.0,1.0,8.26,Elegant,20.4
14,0.6379600000000001,20.0,8.14,0.0,0.5379999999999999,6.096,84.5,4.4619,4.0,0.4317862165963432,21.0,0.9574703955656336,10.26,Mediterranean,18.2
15,0.62739,20.0,8.14,0.0,0.5379999999999999,5.834,56.5,4.4986,4.0,0.4317862165963432,21.0,0.9967750062988159,8.47,Pastoral,19.9
16,1.05393,20.0,8.14,0.0,0.5379999999999999,5.935,29.3,4.4986,4.0,0.4317862165963432,21.0,0.9746787603930462,6.58,Mediterranean,23.1
17,0.7842,20.0,8.14,0.0,0.5379999999999999,5.99,81.7,4.2579,4.0,0.4317862165963432,21.0,0.9744268077601411,14.67,Elegant,17.5
18,0.80271,20.0,8.14,0.0,0.5379999999999999,5.456,36.6,3.7965,4.0,0.4317862165963432,21.0,0.7281179138321996,11.69,European,20.2
19,0.7258,20.0,8.14,0.0,0.5379999999999999,5.727,69.5,3.7965,4.0,0.4317862165963432,21.0,0.9850088183421517,11.28,European,18.2
20,1.25179,20.0,8.14,0.0,0.5379999999999999,5.57,98.1,3.7979,4.0,0.4317862165963432,21.0,0.9487780297304107,21.02,Pastoral,13.6
21,0.8520399999999999,20.0,8.14,0.0,0.5379999999999999,5.965,89.2,4.0123,4.0,0.4317862165963432,21.0,0.9889896699420508,13.83,modern,19.6
22,1.2324700000000002,20.0,8.14,0.0,0.5379999999999999,6.142,91.7,3.9769,4.0,0.4317862165963432,21.0,1.0,18.72,Elegant,15.2
23,0.98843,20.0,8.14,0.0,0.5379999999999999,5.813,100.0,4.0952,4.0,0.4317862165963432,21.0,0.9940539178634418,19.88,modern,14.5
24,0.75026,20.0,8.14,0.0,0.5379999999999999,5.924,94.1,4.3996,4.0,0.4317862165963432,21.0,0.9935248173343412,16.3,modern,15.6
25,0.84054,20.0,8.14,0.0,0.5379999999999999,5.599,85.7,4.4546,4.0,0.4317862165963432,21.0,0.7644746787603931,16.51,European,13.9
26,0.67191,20.0,8.14,0.0,0.5379999999999999,5.813,90.3,4.682,4.0,0.4317862165963432,21.0,0.9495590828924163,14.81,Mediterranean,16.6
27,0.95577,20.0,8.14,0.0,0.5379999999999999,6.0470000000000015,88.8,4.4534,4.0,0.4317862165963432,21.0,0.7719324766943815,17.28,Mediterranean,14.8
28,0.77299,20.0,8.14,0.0,0.5379999999999999,6.495,94.4,4.4547,4.0,0.4317862165963432,21.0,0.9774250440917108,12.8,Pastoral,18.4
29,1.00245,20.0,8.14,0.0,0.5379999999999999,6.674,87.3,4.239,4.0,0.4317862165963432,21.0,0.9579994960947343,11.98,modern,21.0
30,1.13081,20.0,8.14,0.0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4.0,0.4317862165963432,21.0,0.9074577979339885,22.6,European,12.7
31,1.35472,20.0,8.14,0.0,0.5379999999999999,6.072,100.0,4.175,4.0,0.4317862165963432,21.0,0.9491811539430588,13.04,Elegant,14.5
32,1.38799,20.0,8.14,0.0,0.5379999999999999,5.95,82.0,3.99,4.0,0.4317862165963432,21.0,0.5860418241370623,27.71,Elegant,13.2
33,1.15172,20.0,8.14,0.0,0.5379999999999999,5.7010000000000005,95.0,3.7872,4.0,0.4317862165963432,21.0,0.9039304610733182,18.35,European,13.1
34,1.61282,20.0,8.14,0.0,0.5379999999999999,6.096,96.9,3.7598,4.0,0.4317862165963432,21.0,0.6256235827664399,20.34,Pastoral,13.5
35,0.06417,20.0,5.96,0.0,0.499,5.933,68.2,3.3603,5.0,0.3924050632911392,19.2,1.0,9.68,modern,18.9
36,0.09744,20.0,5.96,0.0,0.499,5.841,61.4,3.3779,5.0,0.3924050632911392,19.2,0.9512723607961704,11.41,Elegant,20.0
37,0.08014,20.0,5.96,0.0,0.499,5.85,41.5,3.9342,5.0,0.3924050632911392,19.2,1.0,8.77,Elegant,21.0
38,0.17505,20.0,5.96,0.0,0.499,5.966,30.2,3.8473,5.0,0.3924050632911392,19.2,0.9912572436381961,10.13,Elegant,24.7
39,0.02763,75.0,2.95,0.0,0.428,6.595,21.8,5.4011,3.0,0.35443037974683544,18.3,0.9968002015621064,4.32,modern,30.8
40,0.033589999999999995,75.0,2.95,0.0,0.428,7.024,15.8,5.4011,3.0,0.35443037974683544,18.3,0.9967750062988159,1.98,Elegant,34.9
41,0.12744,20.0,6.91,0.0,0.448,6.77,2.9,5.7209,3.0,0.32770745428973275,17.9,0.971050642479214,4.84,Elegant,26.6
42,0.1415,20.0,6.91,0.0,0.448,6.169,6.6,5.7209,3.0,0.32770745428973275,17.9,0.9659108087679517,5.81,Elegant,25.3
43,0.15936,20.0,6.91,0.0,0.448,6.211,6.5,5.7209,3.0,0.32770745428973275,17.9,0.9938523557571177,7.44,modern,24.7
44,0.12269,20.0,6.91,0.0,0.448,6.069,40.0,5.7209,3.0,0.32770745428973275,17.9,0.9810783572688335,9.55,Elegant,21.2
45,0.17142000000000002,20.0,6.91,0.0,0.448,5.682,33.8,5.1004,3.0,0.32770745428973275,17.9,1.0,10.21,modern,19.3
46,0.18836,20.0,6.91,0.0,0.448,5.7860000000000005,33.3,5.1004,3.0,0.32770745428973275,17.9,1.0,14.15,Elegant,20.0
47,0.22927,20.0,6.91,0.0,0.448,6.03,85.5,5.6894,3.0,0.32770745428973275,17.9,0.9895187704711516,18.8,Elegant,16.6
48,0.25387,20.0,6.91,0.0,0.448,5.399,95.3,5.87,3.0,0.32770745428973275,17.9,1.0,30.81,modern,14.4
49,0.21977,20.0,6.91,0.0,0.448,5.602,62.0,6.0877,3.0,0.32770745428973275,17.9,1.0,16.2,European,19.4
50,0.08872999999999999,21.0,5.64,0.0,0.439,5.962999999999999,45.7,6.8147,4.0,0.34177215189873417,16.8,0.9966238347190729,13.45,Elegant,19.7
51,0.04337,21.0,5.64,0.0,0.439,6.115,63.0,6.8147,4.0,0.34177215189873417,16.8,0.9926177878558832,9.43,modern,20.5
52,0.0536,21.0,5.64,0.0,0.439,6.511,21.1,6.8147,4.0,0.34177215189873417,16.8,1.0,5.28,European,25.0
53,0.04981,21.0,5.64,0.0,0.439,5.997999999999998,21.4,6.8147,4.0,0.34177215189873417,16.8,1.0,8.43,European,23.4
54,0.0136,75.0,4.0,0.0,0.41,5.888,47.6,7.3197,3.0,0.659634317862166,21.1,1.0,14.8,Mediterranean,18.9
55,0.01311,90.0,1.22,0.0,0.403,7.249,21.9,8.6966,5.0,0.3178621659634318,17.9,0.9975560594608215,4.81,modern,35.4
56,0.02055,85.0,0.74,0.0,0.41,6.382999999999999,35.7,9.1876,2.0,0.44022503516174405,17.3,1.0,5.77,modern,24.7
57,0.01432,100.0,1.32,0.0,0.411,6.816,40.5,8.3248,5.0,0.360056258790436,15.1,0.9899218946837994,3.95,European,31.6
58,0.15445,25.0,5.13,0.0,0.453,6.145,29.2,7.8148,8.0,0.39943741209563993,19.7,0.9843285462333082,6.86,Elegant,23.3
59,0.10328,25.0,5.13,0.0,0.453,5.9270000000000005,47.2,6.932,8.0,0.39943741209563993,19.7,1.0,9.22,European,19.6
60,0.14932,25.0,5.13,0.0,0.453,5.7410000000000005,66.2,7.2254,8.0,0.39943741209563993,19.7,0.9954900478710004,13.15,Pastoral,18.7
61,0.17171,25.0,5.13,0.0,0.453,5.966,93.4,6.8185,8.0,0.39943741209563993,19.7,0.9525825144872764,14.44,Elegant,16.0
62,0.11027,25.0,5.13,0.0,0.453,6.456,67.8,7.2255,8.0,0.39943741209563993,19.7,1.0,6.73,Elegant,22.2
63,0.1265,25.0,5.13,0.0,0.453,6.7620000000000005,43.4,7.9809,8.0,0.39943741209563993,19.7,0.9966742252456539,9.5,Pastoral,25.0
64,0.01951,17.5,1.38,0.0,0.4161,7.104,59.5,9.2229,3.0,0.3037974683544304,18.6,0.9907785336356766,8.05,Pastoral,33.0
65,0.03584,80.0,3.37,0.0,0.398,6.29,17.8,6.6115,4.0,0.4739803094233474,16.1,1.0,4.67,Mediterranean,23.5
66,0.04379,80.0,3.37,0.0,0.398,5.787000000000001,31.1,6.6115,4.0,0.4739803094233474,16.1,1.0,10.24,Mediterranean,19.4
67,0.05789,12.5,6.07,0.0,0.409,5.877999999999999,21.4,6.497999999999998,4.0,0.48523206751054854,18.9,0.9982615268329554,8.1,European,22.0
68,0.13554000000000002,12.5,6.07,0.0,0.409,5.5939999999999985,36.8,6.497999999999998,4.0,0.48523206751054854,18.9,1.0,13.09,Elegant,17.4
69,0.12816,12.5,6.07,0.0,0.409,5.885,33.0,6.497999999999998,4.0,0.48523206751054854,18.9,1.0,8.79,modern,20.9
70,0.08826,20.0,10.81,0.0,0.413,6.417000000000002,6.6,5.2873,4.0,0.4289732770745429,19.2,0.9668178382464098,6.72,Elegant,24.2
71,0.15875999999999998,20.0,10.81,0.0,0.413,5.961,17.5,5.2873,4.0,0.4289732770745429,19.2,0.9497102544721593,9.88,Elegant,21.7
72,0.09164,20.0,10.81,0.0,0.413,6.065,7.8,5.2873,4.0,0.4289732770745429,19.2,0.9849080372889898,5.52,Elegant,22.8
73,0.19539,20.0,10.81,0.0,0.413,6.245,6.2,5.2873,4.0,0.4289732770745429,19.2,0.9502897455278408,7.54,Mediterranean,23.4
74,0.07896,20.0,12.83,0.0,0.4370000000000001,6.273,6.0,4.2515,5.0,0.559774964838256,18.7,0.9950113378684808,6.78,Pastoral,24.1
75,0.09512,20.0,12.83,0.0,0.4370000000000001,6.2860000000000005,45.0,4.5026,5.0,0.559774964838256,18.7,0.9655580750818847,8.94,Mediterranean,21.4
76,0.10153,20.0,12.83,0.0,0.4370000000000001,6.279,74.5,4.0522,5.0,0.559774964838256,18.7,0.9414462081128749,11.97,Elegant,20.0
77,0.08707000000000001,20.0,12.83,0.0,0.4370000000000001,6.14,45.8,4.0905,5.0,0.559774964838256,18.7,0.9749559082892416,10.27,Elegant,20.8
78,0.05646,20.0,12.83,0.0,0.4370000000000001,6.232,53.7,5.0141,5.0,0.559774964838256,18.7,0.9735449735449735,12.34,Elegant,21.2
79,0.08387,20.0,12.83,0.0,0.4370000000000001,5.874,36.6,4.5026,5.0,0.559774964838256,18.7,0.9978835978835979,9.1,Pastoral,20.3
80,0.04113,25.0,4.86,0.0,0.426,6.727,33.5,5.4007,4.0,0.3952180028129395,19.0,1.0,5.29,European,28.0
81,0.04462,25.0,4.86,0.0,0.426,6.619,70.4,5.4007,4.0,0.3952180028129395,19.0,0.9968002015621064,7.22,Elegant,23.9
82,0.03659,25.0,4.86,0.0,0.426,6.3020000000000005,32.2,5.4007,4.0,0.3952180028129395,19.0,1.0,6.72,modern,24.8
83,0.03551,25.0,4.86,0.0,0.426,6.167000000000002,46.7,5.4007,4.0,0.3952180028129395,19.0,0.9842277651801462,7.51,Mediterranean,22.9
84,0.05059,20.0,4.49,0.0,0.449,6.3889999999999985,48.0,4.7794,3.0,0.34739803094233473,18.5,1.0,9.62,Elegant,23.9
85,0.05735,20.0,4.49,0.0,0.449,6.63,56.1,4.4377,3.0,0.34739803094233473,18.5,0.9884101788863694,6.53,Mediterranean,26.6
86,0.05188,20.0,4.49,0.0,0.449,6.015,45.1,4.4272,3.0,0.34739803094233473,18.5,0.9977072310405645,12.86,European,22.5
87,0.07151,20.0,4.49,0.0,0.449,6.121,56.8,3.7476,3.0,0.34739803094233473,18.5,0.9955908289241623,8.44,Mediterranean,22.2
88,0.0566,20.0,3.41,0.0,0.489,7.0070000000000014,86.3,3.4217,2.0,0.379746835443038,17.8,1.0,5.5,European,23.6
89,0.053020000000000005,20.0,3.41,0.0,0.489,7.079,63.1,3.4145,2.0,0.379746835443038,17.8,0.9978835978835979,5.7,modern,28.7
90,0.04684,20.0,3.41,0.0,0.489,6.417000000000002,66.1,3.0923,2.0,0.379746835443038,17.8,0.9881078357268834,8.81,modern,22.6
91,0.03932,20.0,3.41,0.0,0.489,6.405,73.9,3.0921,2.0,0.379746835443038,17.8,0.9915595867976821,8.2,European,22.0
92,0.04203,28.0,15.04,0.0,0.464,6.442,53.6,3.6659,4.0,0.379746835443038,18.2,0.9952380952380953,8.16,Mediterranean,22.9
93,0.02875,28.0,15.04,0.0,0.464,6.211,28.9,3.6659,4.0,0.379746835443038,18.2,0.9985638699924414,6.21,Pastoral,25.0
94,0.04294,28.0,15.04,0.0,0.464,6.249,77.3,3.615,4.0,0.379746835443038,18.2,1.0,10.59,Pastoral,20.6
95,0.12204,20.0,2.89,0.0,0.445,6.625,57.8,3.4952,2.0,0.3881856540084388,18.0,0.9019400352733687,6.65,Mediterranean,28.4
96,0.11504,20.0,2.89,0.0,0.445,6.1629999999999985,69.6,3.4952,2.0,0.3881856540084388,18.0,0.9872260015117158,11.34,modern,21.4
97,0.12083,20.0,2.89,0.0,0.445,8.068999999999999,76.0,3.4952,2.0,0.3881856540084388,18.0,1.0,4.21,Elegant,38.7
98,0.08187,20.0,2.89,0.0,0.445,7.82,36.9,3.4952,2.0,0.3881856540084388,18.0,0.991509196271101,3.57,Pastoral,43.8
99,0.0686,20.0,2.89,0.0,0.445,7.416,62.5,3.4952,2.0,0.3881856540084388,18.0,1.0,6.19,Pastoral,33.2
100,0.14866,20.0,8.56,0.0,0.52,6.727,79.9,2.7778,5.0,0.540084388185654,20.9,0.9946082136558327,9.42,modern,27.5
101,0.11432,20.0,8.56,0.0,0.52,6.7810000000000015,71.3,2.8561,5.0,0.540084388185654,20.9,0.9966742252456539,7.67,Elegant,26.5
102,0.22876,20.0,8.56,0.0,0.52,6.405,85.4,2.7147,5.0,0.540084388185654,20.9,0.17838246409674982,10.63,modern,18.6
103,0.21161,20.0,8.56,0.0,0.52,6.1370000000000005,87.4,2.7147,5.0,0.540084388185654,20.9,0.9938775510204083,13.44,Pastoral,19.3
104,0.1396,20.0,8.56,0.0,0.52,6.167000000000002,90.0,2.421,5.0,0.540084388185654,20.9,0.9893927941546989,12.33,Mediterranean,20.1
105,0.13262000000000002,20.0,8.56,0.0,0.52,5.851,96.7,2.1069,5.0,0.540084388185654,20.9,0.9928193499622072,16.47,Pastoral,19.5
106,0.1712,20.0,8.56,0.0,0.52,5.836,91.9,2.211,5.0,0.540084388185654,20.9,0.9969009826152684,18.66,Mediterranean,19.5
107,0.13117,20.0,8.56,0.0,0.52,6.127000000000002,85.2,2.1224,5.0,0.540084388185654,20.9,0.9767951625094483,14.09,European,20.4
108,0.12802,20.0,8.56,0.0,0.52,6.474,97.1,2.4329,5.0,0.540084388185654,20.9,0.9958175862937768,12.27,modern,19.8
109,0.26363000000000003,20.0,8.56,0.0,0.52,6.229,91.2,2.5451,5.0,0.540084388185654,20.9,0.9857142857142858,15.55,Pastoral,19.4
110,0.10793,20.0,8.56,0.0,0.52,6.195,54.4,2.7778,5.0,0.540084388185654,20.9,0.9914084152179391,13.0,Pastoral,21.7
111,0.10084,20.0,10.01,0.0,0.547,6.715,81.6,2.6775,6.0,0.6075949367088608,17.8,0.9966994205089443,10.16,Mediterranean,22.8
112,0.12329,20.0,10.01,0.0,0.547,5.9129999999999985,92.9,2.3534,6.0,0.6075949367088608,17.8,0.9950869236583523,16.21,Mediterranean,18.8
113,0.22212,20.0,10.01,0.0,0.547,6.0920000000000005,95.4,2.548,6.0,0.6075949367088608,17.8,1.0,17.09,Mediterranean,18.7
114,0.14231,20.0,10.01,0.0,0.547,6.254,84.2,2.2565,6.0,0.6075949367088608,17.8,0.979440665154951,10.45,Elegant,18.5
115,0.17134000000000002,20.0,10.01,0.0,0.547,5.928,88.2,2.4631,6.0,0.6075949367088608,17.8,0.8690098261526834,15.76,European,18.3
116,0.13158,20.0,10.01,0.0,0.547,6.176,72.5,2.7301,6.0,0.6075949367088608,17.8,0.9909297052154196,12.04,modern,21.2
117,0.15098,20.0,10.01,0.0,0.547,6.021,82.6,2.7474,6.0,0.6075949367088608,17.8,0.9939783320735702,10.3,Pastoral,19.2
118,0.13058,20.0,10.01,0.0,0.547,5.872000000000001,73.1,2.4775,6.0,0.6075949367088608,17.8,0.8531872008062484,15.37,Elegant,20.4
119,0.14476,20.0,10.01,0.0,0.547,5.731,65.2,2.7592,6.0,0.6075949367088608,17.8,0.9863945578231293,13.61,Mediterranean,19.3
120,0.06899,20.0,25.65,0.0,0.581,5.87,69.7,2.2577,2.0,0.26441631504922647,19.1,0.9804736709498614,14.37,Pastoral,22.0
121,0.07165,20.0,25.65,0.0,0.581,6.004,84.1,2.1974,2.0,0.26441631504922647,19.1,0.9515495086923659,14.27,European,20.3
122,0.09299,20.0,25.65,0.0,0.581,5.961,92.9,2.0869,2.0,0.26441631504922647,19.1,0.9526077097505669,17.93,Pastoral,20.5
123,0.15038,20.0,25.65,0.0,0.581,5.856,97.0,1.9444,2.0,0.26441631504922647,19.1,0.9330057949105569,25.41,Elegant,17.3
124,0.09849,20.0,25.65,0.0,0.581,5.879,95.8,2.0063,2.0,0.26441631504922647,19.1,0.9558578987150416,17.58,Elegant,18.8
125,0.16902,20.0,25.65,0.0,0.581,5.9860000000000015,88.4,1.9929,2.0,0.26441631504922647,19.1,0.9700680272108844,14.81,modern,21.4
126,0.38735,20.0,25.65,0.0,0.581,5.613,95.6,1.7572,2.0,0.26441631504922647,19.1,0.9052406147644244,27.26,Mediterranean,15.7
127,0.25915,20.0,21.89,0.0,0.624,5.693,96.0,1.7883,4.0,0.6146272855133614,21.2,0.98793146888385,17.19,modern,16.2
128,0.32543,20.0,21.89,0.0,0.624,6.431,98.8,1.8125,4.0,0.6146272855133614,21.2,1.0,15.39,modern,18.0
129,0.88125,20.0,21.89,0.0,0.624,5.6370000000000005,94.7,1.9799,4.0,0.6146272855133614,21.2,1.0,18.34,Pastoral,14.3
130,0.34006,20.0,21.89,0.0,0.624,6.457999999999998,98.9,2.1185,4.0,0.6146272855133614,21.2,0.9953136810279668,12.6,Elegant,19.2
131,1.19294,20.0,21.89,0.0,0.624,6.3260000000000005,97.7,2.271,4.0,0.6146272855133614,21.2,1.0,12.26,Mediterranean,19.6
132,0.59005,20.0,21.89,0.0,0.624,6.372000000000001,97.9,2.3274,4.0,0.6146272855133614,21.2,0.9719324766943815,11.12,European,23.0
133,0.32982,20.0,21.89,0.0,0.624,5.822,95.4,2.4699,4.0,0.6146272855133614,21.2,0.9793146888384984,15.03,European,18.4
134,0.97617,20.0,21.89,0.0,0.624,5.7570000000000014,98.4,2.346,4.0,0.6146272855133614,21.2,0.6620307382212144,17.31,Pastoral,15.6
135,0.55778,20.0,21.89,0.0,0.624,6.335,98.2,2.1107,4.0,0.6146272855133614,21.2,0.9943814562862183,16.96,modern,18.1
136,0.32264,20.0,21.89,0.0,0.624,5.942,93.5,1.9669,4.0,0.6146272855133614,21.2,0.953010833963215,16.9,modern,17.4
137,0.35233000000000003,20.0,21.89,0.0,0.624,6.454,98.4,1.8498,4.0,0.6146272855133614,21.2,0.9928949357520787,14.59,modern,17.1
138,0.2498,20.0,21.89,0.0,0.624,5.857,98.2,1.6686,4.0,0.6146272855133614,21.2,0.9877551020408164,21.32,modern,13.3
139,0.54452,20.0,21.89,0.0,0.624,6.151,97.9,1.6687,4.0,0.6146272855133614,21.2,1.0,18.46,modern,17.8
140,0.2909,20.0,21.89,0.0,0.624,6.174,93.6,1.6119,4.0,0.6146272855133614,21.2,0.9777777777777777,24.16,Mediterranean,14.0
141,1.62864,20.0,21.89,0.0,0.624,5.019,100.0,1.4394,4.0,0.6146272855133614,21.2,1.0,34.41,Mediterranean,14.4
142,3.32105,20.0,19.58,1.0,0.871,5.403,100.0,1.3216,5.0,0.5668073136427567,14.7,1.0,26.82,Pastoral,13.4
143,4.0974,20.0,19.58,0.0,0.871,5.468,100.0,1.4118,5.0,0.5668073136427567,14.7,1.0,26.42,modern,15.6
144,2.7797400000000003,20.0,19.58,0.0,0.871,4.9030000000000005,97.8,1.3459,5.0,0.5668073136427567,14.7,1.0,29.29,Mediterranean,11.8
145,2.37934,20.0,19.58,0.0,0.871,6.13,100.0,1.4191,5.0,0.5668073136427567,14.7,0.43565129755605947,27.8,modern,13.8
146,2.15505,20.0,19.58,0.0,0.871,5.627999999999999,100.0,1.5166,5.0,0.5668073136427567,14.7,0.426480221718317,16.65,modern,15.6
147,2.36862,20.0,19.58,0.0,0.871,4.926,95.7,1.4608,5.0,0.5668073136427567,14.7,0.9869236583522298,29.53,Mediterranean,14.6
148,2.3309900000000003,20.0,19.58,0.0,0.871,5.186,93.8,1.5296,5.0,0.5668073136427567,14.7,0.899445704207609,28.32,Mediterranean,17.8
149,2.73397,20.0,19.58,0.0,0.871,5.597,94.9,1.5257,5.0,0.5668073136427567,14.7,0.8864953388762914,21.45,Pastoral,15.4
150,1.6566,20.0,19.58,0.0,0.871,6.122000000000001,97.3,1.618,5.0,0.5668073136427567,14.7,0.9392794154698917,14.1,modern,21.5
151,1.49632,20.0,19.58,0.0,0.871,5.404,100.0,1.5916,5.0,0.5668073136427567,14.7,0.8606701940035274,13.28,Mediterranean,19.6
152,1.12658,20.0,19.58,1.0,0.871,5.012,88.0,1.6102,5.0,0.5668073136427567,14.7,0.8649029982363315,12.12,Pastoral,15.3
153,2.14918,20.0,19.58,0.0,0.871,5.709,98.5,1.6232,5.0,0.5668073136427567,14.7,0.6599899218946839,15.79,European,19.4
154,1.41385,20.0,19.58,1.0,0.871,6.129,96.0,1.7494,5.0,0.5668073136427567,14.7,0.8088183421516755,15.12,modern,17.0
155,3.53501,20.0,19.58,1.0,0.871,6.152,82.6,1.7455,5.0,0.5668073136427567,14.7,0.22174351221970273,15.02,Pastoral,15.6
156,2.44668,20.0,19.58,0.0,0.871,5.272,94.0,1.7364,5.0,0.5668073136427567,14.7,0.22330561854371378,16.14,European,13.1
157,1.22358,20.0,19.58,0.0,0.605,6.943,97.4,1.8773,5.0,0.5668073136427567,14.7,0.9156714537666919,4.59,European,41.3
158,1.34284,20.0,19.58,0.0,0.605,6.066,100.0,1.7573,5.0,0.5668073136427567,14.7,0.8916351725875535,6.43,Elegant,24.3
159,1.4250200000000002,20.0,19.58,0.0,0.871,6.51,100.0,1.7659,5.0,0.5668073136427567,14.7,0.917888636936256,7.39,Pastoral,23.3
160,1.27346,20.0,19.58,1.0,0.605,6.25,92.6,1.7984,5.0,0.5668073136427567,14.7,0.8539178634416731,5.5,Mediterranean,27.0
161,1.46336,20.0,19.58,0.0,0.605,7.489,90.8,1.9709,5.0,0.5668073136427567,14.7,0.9433862433862434,1.73,Mediterranean,50.0
162,1.83377,20.0,19.58,1.0,0.605,7.802,98.2,2.0407,5.0,0.5668073136427567,14.7,0.9816326530612246,1.92,Elegant,50.0
163,1.51902,20.0,19.58,1.0,0.605,8.375,93.9,2.162,5.0,0.5668073136427567,14.7,0.9787100025195263,3.32,Pastoral,50.0
164,2.24236,20.0,19.58,0.0,0.605,5.854,91.8,2.422,5.0,0.5668073136427567,14.7,0.9954900478710004,11.64,European,22.7
165,2.924,20.0,19.58,0.0,0.605,6.101,93.0,2.2834,5.0,0.5668073136427567,14.7,0.6050894431846813,9.81,Pastoral,25.0
